Fiscal Year,Budget Type,Organization Entity,Command Name,Pillar Name,District Name,Unit Name,Feature_Category,Cost Element,Cost Element Long Name,Amount,ObjectId
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professional Standards,3-Benefits,1744,EI - Uniform,45500,153
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professional Standards,3-Benefits,1746,EI - Civilian,6500,154
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professional Standards,3-Benefits,1764,CPP - Uniform,140000,155
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professional Standards,3-Benefits,1765,CPP - Civilian,20000,156
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professional Standards,3-Benefits,1773,OMERS - Uniform,610400,157
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professional Standards,3-Benefits,1776,OMERS - Civilian,31300,158
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professional Standards,4-Materials & Supplies,2010,Stationery and office supplies,10400,159
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professional Standards,4-Materials & Supplies,2020,Books & Magazines,800,160
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professional Standards,4-Materials & Supplies,2999,Miscellaneous materials,1000,161
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professional Standards,5-Equipment,3410,Computers - hardware,7100,162
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professional Standards,6-Services,4084,Public relations / promotions,700,163
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professional Standards,6-Services,4144,Investigative expenses,16000,164
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professional Standards,6-Services,4230,Business travel - other expenses,700,165
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professional Standards,6-Services,4255,Conferences / seminars,11800,166
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professional Standards,6-Services,4312,Courses / seminars,3800,167
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professional Standards,6-Services,4441,Contracted services - Cable TV,900,168
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professional Standards,6-Services,4770,Parking expenses,200,169
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professional Standards,6-Services,4804,Wireless devices,1400,170
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professional Standards,6-Services,4811,Wireless services,3000,171
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professional Standards,6-Services,4815,Courier services,200,172
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professional Standards,6-Services,4970,Services & rents - general,300,173
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professionalism & Accountability,1-Salaries,1502,Regular salaries - Civilian Sr. Officer,96400,174
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professionalism & Accountability,1-Salaries,1503,Regular salaries - Uniform Sr. Officer,218800,175
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professionalism & Accountability,1-Salaries,1504,Regular salaries - Uniform,282900,176
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professionalism & Accountability,2-Premium Pay,1572,Overtime premium pay - Uniform,2000,177
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professionalism & Accountability,2-Premium Pay,1573,Callback premium pay - Uniform,500,178
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professionalism & Accountability,2-Premium Pay,1574,Lieutime premium pay - Uniform,3300,179
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professionalism & Accountability,2-Premium Pay,1584,Lieutime premium pay - Civilian,1000,180
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professionalism & Accountability,3-Benefits,1744,EI - Uniform,3900,181
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professionalism & Accountability,3-Benefits,1746,EI - Civilian,1300,182
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professionalism & Accountability,3-Benefits,1764,CPP - Uniform,12000,183
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professionalism & Accountability,3-Benefits,1765,CPP - Civilian,4000,184
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professionalism & Accountability,3-Benefits,1773,OMERS - Uniform,65000,185
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professionalism & Accountability,3-Benefits,1776,OMERS - Civilian,9500,186
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professionalism & Accountability,4-Materials & Supplies,2010,Stationery and office supplies,7700,187
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professionalism & Accountability,4-Materials & Supplies,2020,Books & Magazines,600,188
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professionalism & Accountability,4-Materials & Supplies,2082,Health & Safety supplies,100,189
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professionalism & Accountability,4-Materials & Supplies,2999,Miscellaneous materials,100,190
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professionalism & Accountability,5-Equipment,3410,Computers - hardware,300,191
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professionalism & Accountability,6-Services,4084,Public relations / promotions,10000,192
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professionalism & Accountability,6-Services,4144,Investigative expenses,3000,193
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professionalism & Accountability,6-Services,4230,Business travel - other expenses,2800,194
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professionalism & Accountability,6-Services,4255,Conferences / seminars,13800,195
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professionalism & Accountability,6-Services,4312,Courses / seminars,2800,196
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professionalism & Accountability,6-Services,4760,Membership fees,200,197
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professionalism & Accountability,6-Services,4770,Parking expenses,100,198
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professionalism & Accountability,6-Services,4811,Wireless services,600,199
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professionalism & Accountability,6-Services,4815,Courier services,100,200
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professionalism & Accountability,6-Services,4970,Services & rents - general,100,201
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Audit & Quality Assurance,1-Salaries,1502,Regular salaries - Civilian Sr. Officer,803100,202
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Audit & Quality Assurance,1-Salaries,1504,Regular salaries - Uniform,935700,203
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Audit & Quality Assurance,1-Salaries,1505,Regular salaries - Civilian A,296600,204
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Audit & Quality Assurance,2-Premium Pay,1572,Overtime premium pay - Uniform,2300,205
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Audit & Quality Assurance,2-Premium Pay,1573,Callback premium pay - Uniform,300,206
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Audit & Quality Assurance,2-Premium Pay,1574,Lieutime premium pay - Uniform,2600,207
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Audit & Quality Assurance,2-Premium Pay,1582,Overtime premium pay - Civilian,1500,208
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Audit & Quality Assurance,2-Premium Pay,1584,Lieutime premium pay - Civilian,600,209
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Audit & Quality Assurance,3-Benefits,1744,EI - Uniform,9100,210
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Audit & Quality Assurance,3-Benefits,1746,EI - Civilian,10400,211
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Audit & Quality Assurance,3-Benefits,1764,CPP - Uniform,28000,212
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Audit & Quality Assurance,3-Benefits,1765,CPP - Civilian,32000,213
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Chief of Police,Chief of Police,Chief of Police,1-Salaries,1505,Regular salaries - Civilian A,401400,214
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Audit & Quality Assurance,3-Benefits,1773,OMERS - Uniform,116400,215
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Audit & Quality Assurance,3-Benefits,1776,OMERS - Civilian,126300,216
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Audit & Quality Assurance,4-Materials & Supplies,2010,Stationery and office supplies,4000,217
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Audit & Quality Assurance,4-Materials & Supplies,2020,Books & Magazines,700,218
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Audit & Quality Assurance,6-Services,4084,Public relations / promotions,100,219
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Audit & Quality Assurance,6-Services,4255,Conferences / seminars,3400,220
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Audit & Quality Assurance,6-Services,4312,Courses / seminars,17500,221
2024,Proposed Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Audit & Quality Assurance,6-Services,4659,Maintenance - computer,1600,222
